,producto,subtipo,tipo_comercial,mercado,precio_max,precio_min,mes,semana
43,01 Cítricos,02- Clementinas,Clementina Clemenrubí/Pri23,Alicante,0.7,0.8,septiembre,Semana+39
44,01 Cítricos,02- Clementinas,Clementina Clemenrubí/Pri23,Castellón,0.4,0.77,septiembre,Semana+39
45,01 Cítricos,02- Clementinas,Clementina Clemenrubí/Pri23,Lonja de Valencia,0.32,0.55,septiembre,Semana+39
48,01 Cítricos,02- Clementinas,Clementina Clemenules,Castellón,0.24,0.34,septiembre,Semana+39
49,01 Cítricos,02- Clementinas,Clementina Clemenules,Valencia,0.23,0.32,septiembre,Semana+39
50,01 Cítricos,02- Clementinas,Clementina Clemenules,Lonja de Valencia,0.21,0.34,septiembre,Semana+39
53,01 Cítricos,02- Clementinas,Clementina Marisol,Alicante,0.24,0.39,septiembre,Semana+39
54,01 Cítricos,02- Clementinas,Clementina Marisol,Castellón,0.3,0.36,septiembre,Semana+39
55,01 Cítricos,02- Clementinas,Clementina Marisol,Valencia,0.23,0.32,septiembre,Semana+39
56,01 Cítricos,02- Clementinas,Clementina Marisol,Lonja de Valencia,0.23,0.36,septiembre,Semana+39
59,01 Cítricos,02- Clementinas,Clementina Mioro,Castellón,0.36,0.4,septiembre,Semana+39
60,01 Cítricos,02- Clementinas,Clementina Mioro,Lonja de Valencia,0.21,0.34,septiembre,Semana+39
63,01 Cítricos,02- Clementinas,Clementina Orogrande,Castellón,0.27,0.32,septiembre,Semana+39
64,01 Cítricos,02- Clementinas,Clementina Orogrande,Lonja de Valencia,0.21,0.34,septiembre,Semana+39
67,01 Cítricos,02- Clementinas,Clementina Oronules,Alicante,0.55,0.65,septiembre,Semana+39
68,01 Cítricos,02- Clementinas,Clementina Oronules,Castellón,0.48,0.64,septiembre,Semana+39
69,01 Cítricos,02- Clementinas,Clementina Oronules,Valencia,0.47,0.51,septiembre,Semana+39
70,01 Cítricos,02- Clementinas,Clementina Oronules,Lonja de Valencia,0.38,0.59,septiembre,Semana+39
72,01 Cítricos,03- Otras Mandarinas,Mandarina Clemenvilla,Alicante,0.28,0.33,septiembre,Semana+39
73,01 Cítricos,03- Otras Mandarinas,Mandarina Clemenvilla,Lonja de Valencia,0.25,0.34,septiembre,Semana+39
75,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Alicante,0.28,0.33,septiembre,Semana+39
76,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Lonja de Valencia,0.25,0.3,septiembre,Semana+39
79,01 Cítricos,04- Naranjas,Naranja Navelina,Alicante,0.2,0.24,septiembre,Semana+39
80,01 Cítricos,04- Naranjas,Naranja Navelina,Valencia,0.17,0.25,septiembre,Semana+39
81,01 Cítricos,04- Naranjas,Naranja Navelina,Lonja de Valencia,0.19,0.28,septiembre,Semana+39
84,01 Cítricos,05- Naranjas Blancas,Salustiana,Alicante,0.22,0.26,septiembre,Semana+39
85,01 Cítricos,05- Naranjas Blancas,Salustiana,Lonja de Valencia,0.19,0.23,septiembre,Semana+39
87,01 Cítricos,06- Limón Fino,Limón Fino,Alicante,0.35,0.45,septiembre,Semana+39
90,01 Cítricos,06- Limón Fino,Limón Fino/Primofiori (1corte),Alicante,0.5,0.65,septiembre,Semana+39
92,01 Cítricos,07- Limón Verna,Limón Verna Redrojo,Alicante,0.2,0.22,septiembre,Semana+39
95,02 Frutales,Caqui,Caqui R. Brillante,Valencia,0.23,0.36,septiembre,Semana+39
97,02 Frutales,Granada,Granada Valenciana,Alicante,0.57,0.79,septiembre,Semana+39
99,02 Frutales,Manzana,Manzana Golden,Alicante,0.8,€/kg,septiembre,Semana+39
102,02 Frutales,Manzana,Manzana Starking,Alicante,1.1,1.15,septiembre,Semana+39
104,02 Frutales,Uva De Mesa,Uva De Mesa D. María,Alicante,0.58,0.65,septiembre,Semana+39
107,02 Frutales,Uva De Mesa,Uva De Mesa Ideal,Alicante,0.5,0.62,septiembre,Semana+39
110,02 Frutales,Uva De Mesa,Uva De Mesa Red Globe,Alicante,0.5,0.6,septiembre,Semana+39
113,03 Hortalizas,Berenjena,Berenjena Negra,Castellón,0.5,0.6,septiembre,Semana+39
116,03 Hortalizas,Berenjena,Berenjena Rayada,Alicante,0.52,0.86,septiembre,Semana+39
117,03 Hortalizas,Berenjena,Berenjena Rayada,Castellón,0.43,0.51,septiembre,Semana+39
118,03 Hortalizas,Berenjena,Berenjena Rayada,Valencia,0.62,0.75,septiembre,Semana+39
120,03 Hortalizas,Boniato,Boniato Blanco,Alicante,0.44,€/kg,septiembre,Semana+39
123,03 Hortalizas,Boniato,Boniato Rojo,Alicante,0.37,0.4,septiembre,Semana+39
125,03 Hortalizas,Calabacín,Calabacín,Castellón,0.4,0.45,septiembre,Semana+39
128,03 Hortalizas,Calabacín,Calabacín Blanco,Castellón,0.6,0.85,septiembre,Semana+39
130,03 Hortalizas,Calabaza,Calabaza Redonda,Castellón,0.85,€/kg,septiembre,Semana+39
133,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Alicante,0.17,0.35,septiembre,Semana+39
134,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Castellón,0.18,0.23,septiembre,Semana+39
136,03 Hortalizas,Col,Col Lombarda,Castellón,0.25,0.3,septiembre,Semana+39
138,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Alicante,0.19,0.2,septiembre,Semana+39
141,03 Hortalizas,Col Repollo,Col Repollo Hoja Rizada,Castellón,0.22,0.43,septiembre,Semana+39
143,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Castellón,0.4,0.71,septiembre,Semana+39
145,03 Hortalizas,Judía Blanca,Judía Blanca,Castellón,5,5.1,septiembre,Semana+39
147,03 Hortalizas,Judía Roja,Judía Roja,Castellón,2.5,2.98,septiembre,Semana+39
148,03 Hortalizas,Judía Roja,Judía Roja,Valencia,2.38,2.82,septiembre,Semana+39
150,03 Hortalizas,Judía Verde,Judías Verdes Perona,Castellón,2.5,3.4,septiembre,Semana+39
152,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,0.22,0.43,septiembre,Semana+39
155,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,0.22,0.38,septiembre,Semana+39
158,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,0.27,0.53,septiembre,Semana+39
160,03 Hortalizas,Melón,Melón Piel De Sapo,Castellón,0.85,€/kg,septiembre,Semana+39
162,03 Hortalizas,Patata,Patata Blanca,Alicante,0.22,0.43,septiembre,Semana+39
164,03 Hortalizas,Pepino,Pepino Blanco,Alicante,0.51,0.71,septiembre,Semana+39
165,03 Hortalizas,Pepino,Pepino Blanco,Castellón,0.77,1.06,septiembre,Semana+39
167,03 Hortalizas,Pimiento,Pimiento Dulce Italia,Alicante,0.46,0.86,septiembre,Semana+39
168,03 Hortalizas,Pimiento,Pimiento Dulce Italia,Castellón,0.5,0.72,septiembre,Semana+39
171,03 Hortalizas,Pimiento,Pimiento Industria,Alicante,0.08,0.15,septiembre,Semana+39
174,03 Hortalizas,Pimiento,Pimiento Lamuyo Rojo,Castellón,0.95,1.06,septiembre,Semana+39
176,03 Hortalizas,Tomate,Tomate Acostillado,Alicante,1.15,1.83,septiembre,Semana+39
179,03 Hortalizas,Tomate,Tomate Muchamiel,Alicante,0.91,1.83,septiembre,Semana+39
182,03 Hortalizas,Tomate,Tomate Pera,Alicante,0.65,0.69,septiembre,Semana+39
183,03 Hortalizas,Tomate,Tomate Pera,Castellón,0.85,€/kg,septiembre,Semana+39
186,03 Hortalizas,Tomate,Tomate Redondo liso,Castellón,0.77,1,septiembre,Semana+39
189,03 Hortalizas,Tomate,Tomate Valenciano,Castellón,2.13,€/kg,septiembre,Semana+39
191,03 Hortalizas,Zanahoria,Zanahoria,Alicante,0.16,0.17,septiembre,Semana+39
194,04 Frutos secos,Almendra,Almendra Comuna,Alicante,3.36,3.46,septiembre,Semana+39
195,04 Frutos secos,Almendra,Almendra Comuna,Castellón,3.2,3.35,septiembre,Semana+39
198,04 Frutos secos,Almendra,Almendra Largueta,Alicante,3.71,3.81,septiembre,Semana+39
201,04 Frutos secos,Almendra,Almendra Marcona,Alicante,5.26,5.36,septiembre,Semana+39
202,04 Frutos secos,Almendra,Almendra Marcona,Castellón,5.2,5.25,septiembre,Semana+39
205,04 Frutos secos,Almendra,Almendra Planeta,Alicante,3.36,3.46,septiembre,Semana+39
208,05 Flor cortada,Clavel,Clavel,Alicante,0.1,€/unidad,septiembre,Semana+39
210,05 Flor cortada,Crisantemo,Crisantemo,Alicante,1.8,€/pomo,septiembre,Semana+39
212,05 Flor cortada,Esparraguera,Esparraguera,Alicante,1.5,€/pomo,septiembre,Semana+39
214,05 Flor cortada,Gerbera,Gerbera,Alicante,0.25,€/unidad,septiembre,Semana+39
216,05 Flor cortada,Gladiolo,Gladiolo,Alicante,0.45,€/unidad,septiembre,Semana+39
218,05 Flor cortada,Rosa,Rosa Roja,Alicante,0.35,€/unidad,septiembre,Semana+39
220,05 Flor cortada,Statice,Statice,Alicante,1.5,€/pomo,septiembre,Semana+39
223,08 Industriales,Aceite Oliva,Aceite Oliva Lampante>2º,Castellón,1.65,1.8,septiembre,Semana+39
226,08 Industriales,Aceite Oliva,"Aceite Oliva Virgen 0,8º-2º",Castellón,1.9,2,septiembre,Semana+39
229,08 Industriales,Aceite Oliva,Aceite Oliva Virgen Extra,Castellón,2.3,2.4,septiembre,Semana+39
231,08 Industriales,Garrofa,Garrofa Entera,Castellón,0.65,0.71,septiembre,Semana+39
233,08 Industriales,Miel,Miel de Azahar,Castellón,3.3,3.6,septiembre,Semana+39
236,08 Industriales,Miel,Miel de Milflores,Castellón,2.6,2.8,septiembre,Semana+39
239,08 Industriales,Miel,Miel de Romero,Castellón,3.2,3.5,septiembre,Semana+39
241,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,,€/Kg,septiembre,Semana+39
243,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,0.05,0.13,septiembre,Semana+39
245,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,,€/Kg,septiembre,Semana+39
247,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,3.35,3.41,septiembre,Semana+39
249,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,3.26,3.32,septiembre,Semana+39
251,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,3.14,3.2,septiembre,Semana+39
253,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,2.81,2.87,septiembre,Semana+39
255,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,,€/Kg,septiembre,Semana+39
257,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,,€/Kg,septiembre,Semana+39
259,10 Ganaderos,Porcino,Porcino graso,Mercolleida,,€/Kg,septiembre,Semana+39
261,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,,€,septiembre,Semana+39
263,10 Ganaderos,Porcino,Porcino normal,Mercolleida,,€/Kg,septiembre,Semana+39
265,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,,€/Kg,septiembre,Semana+39
267,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,,€/docena,septiembre,Semana+39
269,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,,€/docena,septiembre,Semana+39
271,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,,€/docena,septiembre,Semana+39
273,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,,€/docena,septiembre,Semana+39
275,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,,€/docena,septiembre,Semana+39
277,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,,€/docena,septiembre,Semana+39
279,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,,€/docena,septiembre,Semana+39
281,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,,€/docena,septiembre,Semana+39
283,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
285,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
287,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
289,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
291,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
293,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
295,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
297,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
299,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
301,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
303,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
305,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
307,12 Vacuno,Ternero menos 280 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
309,12 Vacuno,Ternero menos 280 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
311,12 Vacuno,Ternero menos 280 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
313,12 Vacuno,Ternero menos 280 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,septiembre,Semana+39
31,01 Cítricos,01- Satsumas,Clausellina/Okitsu,Valencia,0.19,0.3,septiembre,Semana+38
32,01 Cítricos,01- Satsumas,Clausellina/Okitsu,Lonja de Valencia,0.17,0.28,septiembre,Semana+38
34,01 Cítricos,01- Satsumas,Satsuma Owari,Valencia,0.19,0.25,septiembre,Semana+38
35,01 Cítricos,01- Satsumas,Satsuma Owari,Lonja de Valencia,0.19,0.25,septiembre,Semana+38
37,01 Cítricos,02- Clementinas,Clementina Arrufatina,Castellón,0.36,0.4,septiembre,Semana+38
38,01 Cítricos,02- Clementinas,Clementina Arrufatina,Valencia,0.28,0.32,septiembre,Semana+38
39,01 Cítricos,02- Clementinas,Clementina Arrufatina,Lonja de Valencia,0.25,0.4,septiembre,Semana+38
42,01 Cítricos,02- Clementinas,Clementina Clemenrubí/Pri23,Alicante,0.7,0.8,septiembre,Semana+38
43,01 Cítricos,02- Clementinas,Clementina Clemenrubí/Pri23,Castellón,0.4,0.77,septiembre,Semana+38
44,01 Cítricos,02- Clementinas,Clementina Clemenrubí/Pri23,Lonja de Valencia,0.32,0.55,septiembre,Semana+38
47,01 Cítricos,02- Clementinas,Clementina Clemenules,Castellón,0.24,0.34,septiembre,Semana+38
48,01 Cítricos,02- Clementinas,Clementina Clemenules,Valencia,0.23,0.32,septiembre,Semana+38
49,01 Cítricos,02- Clementinas,Clementina Clemenules,Lonja de Valencia,0.23,0.32,septiembre,Semana+38
52,01 Cítricos,02- Clementinas,Clementina Marisol,Alicante,0.24,0.39,septiembre,Semana+38
53,01 Cítricos,02- Clementinas,Clementina Marisol,Castellón,0.24,0.36,septiembre,Semana+38
54,01 Cítricos,02- Clementinas,Clementina Marisol,Valencia,0.23,0.3,septiembre,Semana+38
55,01 Cítricos,02- Clementinas,Clementina Marisol,Lonja de Valencia,0.23,0.36,septiembre,Semana+38
58,01 Cítricos,02- Clementinas,Clementina Mioro,Castellón,0.36,0.4,septiembre,Semana+38
59,01 Cítricos,02- Clementinas,Clementina Mioro,Lonja de Valencia,0.21,0.34,septiembre,Semana+38
62,01 Cítricos,02- Clementinas,Clementina Orogrande,Castellón,0.24,0.27,septiembre,Semana+38
63,01 Cítricos,02- Clementinas,Clementina Orogrande,Lonja de Valencia,0.23,0.32,septiembre,Semana+38
66,01 Cítricos,02- Clementinas,Clementina Oronules,Alicante,0.55,0.65,septiembre,Semana+38
67,01 Cítricos,02- Clementinas,Clementina Oronules,Castellón,0.48,0.68,septiembre,Semana+38
68,01 Cítricos,02- Clementinas,Clementina Oronules,Valencia,0.42,0.51,septiembre,Semana+38
69,01 Cítricos,02- Clementinas,Clementina Oronules,Lonja de Valencia,0.38,0.59,septiembre,Semana+38
71,01 Cítricos,03- Otras Mandarinas,Mandarina Clemenvilla,Alicante,0.28,0.33,septiembre,Semana+38
72,01 Cítricos,03- Otras Mandarinas,Mandarina Clemenvilla,Lonja de Valencia,0.25,0.34,septiembre,Semana+38
74,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Alicante,0.28,0.33,septiembre,Semana+38
75,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Lonja de Valencia,0.25,0.3,septiembre,Semana+38
78,01 Cítricos,04- Naranjas,Naranja Navelina,Alicante,0.2,0.24,septiembre,Semana+38
79,01 Cítricos,04- Naranjas,Naranja Navelina,Valencia,0.18,0.25,septiembre,Semana+38
80,01 Cítricos,04- Naranjas,Naranja Navelina,Lonja de Valencia,0.19,0.28,septiembre,Semana+38
82,01 Cítricos,05- Naranjas Blancas,Salustiana,Alicante,0.24,0.26,septiembre,Semana+38
83,01 Cítricos,05- Naranjas Blancas,Salustiana,Lonja de Valencia,0.19,0.23,septiembre,Semana+38
85,01 Cítricos,07- Limón Verna,Limón Verna Redrojo,Alicante,0.2,0.25,septiembre,Semana+38
88,02 Frutales,Caqui,Caqui R. Brillante,Valencia,0.2,0.32,septiembre,Semana+38
90,02 Frutales,Granada,Granada Valenciana,Alicante,0.57,0.79,septiembre,Semana+38
92,02 Frutales,Manzana,Manzana Golden,Alicante,0.8,€/kg,septiembre,Semana+38
95,02 Frutales,Manzana,Manzana Starking,Alicante,1.1,1.15,septiembre,Semana+38
97,02 Frutales,Uva De Mesa,Uva De Mesa D. María,Alicante,0.6,0.7,septiembre,Semana+38
100,02 Frutales,Uva De Mesa,Uva De Mesa Ideal,Alicante,0.5,0.62,septiembre,Semana+38
103,02 Frutales,Uva De Mesa,Uva De Mesa Red Globe,Alicante,0.5,0.6,septiembre,Semana+38
106,03 Hortalizas,Berenjena,Berenjena Negra,Castellón,0.7,0.8,septiembre,Semana+38
109,03 Hortalizas,Berenjena,Berenjena Rayada,Alicante,0.52,0.77,septiembre,Semana+38
110,03 Hortalizas,Berenjena,Berenjena Rayada,Castellón,0.35,0.77,septiembre,Semana+38
111,03 Hortalizas,Berenjena,Berenjena Rayada,Valencia,0.7,0.79,septiembre,Semana+38
113,03 Hortalizas,Boniato,Boniato Blanco,Alicante,0.4,0.44,septiembre,Semana+38
116,03 Hortalizas,Boniato,Boniato Rojo,Alicante,0.34,0.37,septiembre,Semana+38
118,03 Hortalizas,Calabacín,Calabacín,Castellón,0.5,0.6,septiembre,Semana+38
121,03 Hortalizas,Calabacín,Calabacín Blanco,Castellón,0.64,1.02,septiembre,Semana+38
123,03 Hortalizas,Calabaza,Calabaza Redonda,Castellón,0.85,€/kg,septiembre,Semana+38
126,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Alicante,0.15,0.35,septiembre,Semana+38
127,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Castellón,0.15,0.18,septiembre,Semana+38
129,03 Hortalizas,Col,Col Lombarda,Castellón,0.2,0.25,septiembre,Semana+38
131,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Alicante,0.19,0.2,septiembre,Semana+38
134,03 Hortalizas,Col Repollo,Col Repollo Hoja Rizada,Castellón,0.3,0.43,septiembre,Semana+38
136,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Castellón,0.5,0.71,septiembre,Semana+38
138,03 Hortalizas,Judía Blanca,Judía Blanca,Castellón,5.1,€/kg,septiembre,Semana+38
140,03 Hortalizas,Judía Roja,Judía Roja,Castellón,2.5,2.98,septiembre,Semana+38
141,03 Hortalizas,Judía Roja,Judía Roja,Valencia,2.46,3.08,septiembre,Semana+38
143,03 Hortalizas,Judía Verde,Judías Verdes Perona,Castellón,2.5,3.4,septiembre,Semana+38
145,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,0.27,0.43,septiembre,Semana+38
148,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,0.2,0.38,septiembre,Semana+38
151,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,0.27,0.53,septiembre,Semana+38
153,03 Hortalizas,Melón,Melón Piel De Sapo,Castellón,0.85,€/kg,septiembre,Semana+38
155,03 Hortalizas,Patata,Patata Blanca,Alicante,0.26,0.43,septiembre,Semana+38
157,03 Hortalizas,Pepino,Pepino Blanco,Alicante,0.68,0.95,septiembre,Semana+38
158,03 Hortalizas,Pepino,Pepino Blanco,Castellón,1.06,€/kg,septiembre,Semana+38
160,03 Hortalizas,Pimiento,Pimiento Dulce Italia,Alicante,0.47,0.77,septiembre,Semana+38
161,03 Hortalizas,Pimiento,Pimiento Dulce Italia,Castellón,0.5,0.72,septiembre,Semana+38
164,03 Hortalizas,Pimiento,Pimiento Industria,Alicante,0.08,0.15,septiembre,Semana+38
167,03 Hortalizas,Pimiento,Pimiento Lamuyo Rojo,Alicante,0.52,0.86,septiembre,Semana+38
168,03 Hortalizas,Pimiento,Pimiento Lamuyo Rojo,Castellón,0.9,1.1,septiembre,Semana+38
170,03 Hortalizas,Tomate,Tomate Acostillado,Alicante,1.42,1.85,septiembre,Semana+38
173,03 Hortalizas,Tomate,Tomate Daniela,Alicante,0.54,0.56,septiembre,Semana+38
176,03 Hortalizas,Tomate,Tomate Muchamiel,Alicante,0.94,1.63,septiembre,Semana+38
179,03 Hortalizas,Tomate,Tomate Pera,Alicante,0.65,€/kg,septiembre,Semana+38
180,03 Hortalizas,Tomate,Tomate Pera,Castellón,0.85,€/kg,septiembre,Semana+38
183,03 Hortalizas,Tomate,Tomate Redondo liso,Castellón,0.72,1.1,septiembre,Semana+38
186,03 Hortalizas,Tomate,Tomate Valenciano,Castellón,1.7,€/kg,septiembre,Semana+38
188,03 Hortalizas,Zanahoria,Zanahoria,Alicante,0.16,0.17,septiembre,Semana+38
191,04 Frutos secos,Almendra,Almendra Comuna,Alicante,3.26,3.36,septiembre,Semana+38
192,04 Frutos secos,Almendra,Almendra Comuna,Castellón,3.1,3.2,septiembre,Semana+38
195,04 Frutos secos,Almendra,Almendra Largueta,Alicante,3.61,3.71,septiembre,Semana+38
198,04 Frutos secos,Almendra,Almendra Marcona,Alicante,5.16,5.26,septiembre,Semana+38
199,04 Frutos secos,Almendra,Almendra Marcona,Castellón,5.1,€/kg,septiembre,Semana+38
202,04 Frutos secos,Almendra,Almendra Planeta,Alicante,3.26,3.36,septiembre,Semana+38
205,05 Flor cortada,Clavel,Clavel,Alicante,0.1,€/unidad,septiembre,Semana+38
207,05 Flor cortada,Crisantemo,Crisantemo,Alicante,1.8,€/pomo,septiembre,Semana+38
209,05 Flor cortada,Esparraguera,Esparraguera,Alicante,1.5,€/pomo,septiembre,Semana+38
211,05 Flor cortada,Gerbera,Gerbera,Alicante,0.25,€/unidad,septiembre,Semana+38
213,05 Flor cortada,Gladiolo,Gladiolo,Alicante,0.45,€/unidad,septiembre,Semana+38
215,05 Flor cortada,Rosa,Rosa Roja,Alicante,0.35,€/unidad,septiembre,Semana+38
217,05 Flor cortada,Statice,Statice,Alicante,1.35,€/pomo,septiembre,Semana+38
220,08 Industriales,Aceite Oliva,Aceite Oliva Lampante>2º,Castellón,1.65,1.7,septiembre,Semana+38
223,08 Industriales,Aceite Oliva,"Aceite Oliva Virgen 0,8º-2º",Castellón,1.8,1.9,septiembre,Semana+38
226,08 Industriales,Aceite Oliva,Aceite Oliva Virgen Extra,Castellón,2.3,2.4,septiembre,Semana+38
228,08 Industriales,Garrofa,Garrofa Entera,Castellón,0.7,0.71,septiembre,Semana+38
230,08 Industriales,Miel,Miel de Azahar,Castellón,3.3,3.6,septiembre,Semana+38
233,08 Industriales,Miel,Miel de Milflores,Castellón,2.6,2.8,septiembre,Semana+38
236,08 Industriales,Miel,Miel de Romero,Castellón,3.2,3.5,septiembre,Semana+38
238,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,,€/Kg,septiembre,Semana+38
240,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,0.03,0.11,septiembre,Semana+38
242,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,,€/Kg,septiembre,Semana+38
244,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,3.35,3.41,septiembre,Semana+38
246,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,3.26,3.32,septiembre,Semana+38
248,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,3.14,3.2,septiembre,Semana+38
250,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,2.81,2.87,septiembre,Semana+38
252,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,,€/Kg,septiembre,Semana+38
254,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,,€/Kg,septiembre,Semana+38
256,10 Ganaderos,Porcino,Porcino graso,Mercolleida,,€/Kg,septiembre,Semana+38
258,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,,€,septiembre,Semana+38
260,10 Ganaderos,Porcino,Porcino normal,Mercolleida,,€/Kg,septiembre,Semana+38
262,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,,€/Kg,septiembre,Semana+38
264,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,,€/docena,septiembre,Semana+38
266,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,,€/docena,septiembre,Semana+38
268,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,,€/docena,septiembre,Semana+38
270,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,,€/docena,septiembre,Semana+38
272,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,,€/docena,septiembre,Semana+38
274,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,,€/docena,septiembre,Semana+38
276,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,,€/docena,septiembre,Semana+38
278,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,,€/docena,septiembre,Semana+38
280,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,septiembre,Semana+38
282,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,septiembre,Semana+38
284,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,septiembre,Semana+38
286,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,septiembre,Semana+38
288,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,septiembre,Semana+38
290,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,septiembre,Semana+38
292,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,septiembre,Semana+38
294,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,septiembre,Semana+38
